value,timestamp
57.14,2020-04-02T19:34:41.000Z
56.10,2020-04-02T19:39:41.000Z
57.03,2020-04-02T19:44:41.000Z
59.30,2020-04-02T19:49:41.000Z
58.89,2020-04-02T19:54:41.000Z
57.98,2020-04-02T19:59:41.000Z
57.47,2020-04-02T20:04:42.000Z
58.81,2020-04-02T20:09:42.000Z
58.91,2020-04-02T20:14:42.000Z
59.12,2020-04-02T20:19:42.000Z
57.68,2020-04-02T20:24:42.000Z
57.47,2020-04-02T20:29:42.000Z
59.53,2020-04-02T20:34:42.000Z
58.70,2020-04-02T20:39:42.000Z
60.15,2020-04-02T20:44:42.000Z
58.01,2020-04-02T20:49:42.000Z
60.49,2020-04-02T20:54:42.000Z
60.49,2020-04-02T20:59:42.000Z
60.38,2020-04-02T21:04:42.000Z
59.35,2020-04-02T21:09:42.000Z
59.66,2020-04-02T21:14:42.000Z
59.77,2020-04-02T21:19:42.000Z
60.49,2020-04-02T21:24:42.000Z
61.72,2020-04-02T21:29:42.000Z
61.93,2020-04-02T21:34:42.000Z
61.00,2020-04-02T21:39:42.000Z
62.44,2020-04-02T21:44:43.000Z
62.13,2020-04-02T21:49:43.000Z
61.41,2020-04-02T21:54:43.000Z
61.93,2020-04-02T21:59:43.000Z
61.52,2020-04-02T22:04:43.000Z
61.72,2020-04-02T22:09:43.000Z
61.33,2020-04-02T22:14:43.000Z
62.34,2020-04-02T22:19:43.000Z
61.65,2020-04-02T22:24:43.000Z
63.71,2020-04-02T22:29:43.000Z
63.50,2020-04-02T22:34:43.000Z
63.50,2020-04-02T22:39:43.000Z
64.02,2020-04-02T22:44:43.000Z
62.78,2020-04-02T22:49:43.000Z
63.57,2020-04-02T22:54:43.000Z
64.29,2020-04-02T22:59:43.000Z
65.53,2020-04-02T23:04:43.000Z
65.64,2020-04-02T23:09:43.000Z
65.56,2020-04-02T23:14:43.000Z
67.21,2020-04-02T23:19:43.000Z
66.28,2020-04-02T23:24:44.000Z
66.49,2020-04-02T23:29:44.000Z
67.52,2020-04-02T23:34:44.000Z
66.08,2020-04-02T23:39:44.000Z
66.60,2020-04-02T23:44:44.000Z
65.67,2020-04-02T23:49:44.000Z
66.49,2020-04-02T23:54:44.000Z
66.91,2020-04-02T23:59:44.000Z
66.60,2020-04-03T00:04:44.000Z
66.28,2020-04-03T00:09:44.000Z
66.39,2020-04-03T00:14:44.000Z
67.00,2020-04-03T00:19:44.000Z
66.28,2020-04-03T00:24:44.000Z
66.39,2020-04-03T00:29:44.000Z
65.67,2020-04-03T00:34:44.000Z
67.63,2020-04-03T00:39:44.000Z
67.11,2020-04-03T00:44:44.000Z
67.93,2020-04-03T00:49:44.000Z
67.21,2020-04-03T00:54:44.000Z
67.11,2020-04-03T00:59:44.000Z
68.14,2020-04-03T01:04:45.000Z
70.62,2020-04-03T01:09:45.000Z
72.30,2020-04-03T01:14:45.000Z
74.46,2020-04-03T01:19:45.000Z
74.88,2020-04-03T01:24:45.000Z
74.29,2020-04-03T01:29:45.000Z
75.01,2020-04-03T01:34:45.000Z
73.47,2020-04-03T01:39:45.000Z
75.12,2020-04-03T01:44:45.000Z
76.46,2020-04-03T01:49:45.000Z
79.55,2020-04-03T01:54:45.000Z
80.93,2020-04-03T01:59:45.000Z
83.00,2020-04-03T02:04:45.000Z
81.66,2020-04-03T02:09:45.000Z
82.00,2020-04-03T02:14:45.000Z
82.62,2020-04-03T02:19:45.000Z
82.93,2020-04-03T02:24:45.000Z
83.65,2020-04-03T02:29:45.000Z
84.17,2020-04-03T02:34:45.000Z
85.52,2020-04-03T02:39:45.000Z
86.24,2020-04-03T02:44:45.000Z
86.13,2020-04-03T02:49:46.000Z
84.69,2020-04-03T02:54:46.000Z
86.34,2020-04-03T02:59:46.000Z
84.79,2020-04-03T03:04:46.000Z
85.31,2020-04-03T03:09:46.000Z
85.83,2020-04-03T03:14:46.000Z
86.13,2020-04-03T03:19:46.000Z
86.76,2020-04-03T03:24:46.000Z
86.34,2020-04-03T03:29:46.000Z
85.00,2020-04-03T03:34:46.000Z
85.52,2020-04-03T03:39:46.000Z
86.34,2020-04-03T03:44:46.000Z
86.96,2020-04-03T03:49:46.000Z
87.48,2020-04-03T03:54:46.000Z
86.24,2020-04-03T03:59:46.000Z
86.24,2020-04-03T04:04:46.000Z
86.65,2020-04-03T04:09:46.000Z
86.13,2020-04-03T04:14:46.000Z
86.24,2020-04-03T04:19:46.000Z
86.44,2020-04-03T04:24:46.000Z
87.17,2020-04-03T04:29:47.000Z
86.96,2020-04-03T04:34:47.000Z
86.86,2020-04-03T04:39:47.000Z
86.44,2020-04-03T04:44:47.000Z
87.37,2020-04-03T04:49:47.000Z
85.83,2020-04-03T04:54:47.000Z
86.44,2020-04-03T04:59:47.000Z
87.17,2020-04-03T05:04:47.000Z
87.07,2020-04-03T05:09:47.000Z
86.24,2020-04-03T05:14:47.000Z
85.83,2020-04-03T05:19:47.000Z
86.86,2020-04-03T05:24:47.000Z
86.76,2020-04-03T05:29:47.000Z
87.27,2020-04-03T05:34:47.000Z
87.37,2020-04-03T05:39:47.000Z
87.17,2020-04-03T05:44:47.000Z
86.34,2020-04-03T05:49:47.000Z
83.45,2020-04-03T05:54:47.000Z
80.66,2020-04-03T05:59:47.000Z
76.36,2020-04-03T06:04:47.000Z
75.57,2020-04-03T06:09:48.000Z
78.36,2020-04-03T06:14:48.000Z
83.36,2020-04-03T06:19:48.000Z
86.19,2020-04-03T06:24:48.000Z
87.54,2020-04-03T06:29:48.000Z
88.67,2020-04-03T06:34:48.000Z
88.12,2020-04-03T06:39:48.000Z
87.81,2020-04-03T06:44:48.000Z
87.08,2020-04-03T06:49:48.000Z
87.18,2020-04-03T06:54:48.000Z
86.88,2020-04-03T06:59:48.000Z
86.98,2020-04-03T07:04:48.000Z
88.32,2020-04-03T07:09:48.000Z
87.29,2020-04-03T07:14:48.000Z
86.67,2020-04-03T07:19:48.000Z
86.25,2020-04-03T07:24:48.000Z
86.05,2020-04-03T07:29:48.000Z
85.84,2020-04-03T07:34:48.000Z
85.74,2020-04-03T07:39:48.000Z
85.74,2020-04-03T07:44:48.000Z
86.52,2020-04-03T07:49:49.000Z
85.80,2020-04-03T07:54:49.000Z
85.80,2020-04-03T07:59:49.000Z
86.01,2020-04-03T08:04:49.000Z
85.80,2020-04-03T08:09:49.000Z
86.73,2020-04-03T08:14:49.000Z
86.38,2020-04-03T08:19:49.000Z
86.07,2020-04-03T08:24:49.000Z
85.45,2020-04-03T08:29:49.000Z
83.76,2020-04-03T08:34:49.000Z
84.89,2020-04-03T08:39:49.000Z
83.55,2020-04-03T08:44:49.000Z
85.72,2020-04-03T08:49:49.000Z
82.69,2020-04-03T08:54:49.000Z
82.52,2020-04-03T08:59:49.000Z
83.20,2020-04-03T09:04:49.000Z
83.83,2020-04-03T09:09:49.000Z
82.79,2020-04-03T09:14:49.000Z
81.96,2020-04-03T09:19:49.000Z
82.07,2020-04-03T09:24:49.000Z
80.93,2020-04-03T09:29:49.000Z
81.82,2020-04-03T09:34:50.000Z
78.63,2020-04-03T09:39:50.000Z
74.40,2020-04-03T09:44:50.000Z
76.94,2020-04-03T09:49:50.000Z
73.95,2020-04-03T09:54:50.000Z
71.89,2020-04-03T09:59:50.000Z
74.77,2020-04-03T10:04:50.000Z
73.50,2020-04-03T10:09:50.000Z
67.21,2020-04-03T10:14:50.000Z
67.83,2020-04-03T10:19:50.000Z
70.10,2020-04-03T10:24:50.000Z
69.14,2020-04-03T10:29:50.000Z
71.78,2020-04-03T10:34:50.000Z
71.51,2020-04-03T10:39:50.000Z
66.78,2020-04-03T10:44:50.000Z
66.85,2020-04-03T10:49:50.000Z
64.84,2020-04-03T10:54:50.000Z
64.40,2020-04-03T10:59:50.000Z
62.83,2020-04-03T11:04:50.000Z
63.42,2020-04-03T11:09:50.000Z
60.44,2020-04-03T11:14:51.000Z
60.25,2020-04-03T11:19:51.000Z
64.18,2020-04-03T11:24:51.000Z
64.98,2020-04-03T11:29:51.000Z
53.00,2020-04-03T11:34:51.000Z
61.36,2020-04-03T11:39:51.000Z
60.24,2020-04-03T11:44:51.000Z
56.69,2020-04-03T11:49:51.000Z
57.74,2020-04-03T11:54:51.000Z
51.18,2020-04-03T11:59:51.000Z
57.30,2020-04-03T12:04:51.000Z
56.30,2020-04-03T12:09:51.000Z
57.87,2020-04-03T12:14:51.000Z
59.71,2020-04-03T12:19:51.000Z
59.02,2020-04-03T12:24:51.000Z
58.38,2020-04-03T12:29:51.000Z
60.60,2020-04-03T12:34:51.000Z
56.02,2020-04-03T12:39:51.000Z
57.66,2020-04-03T12:44:51.000Z
52.67,2020-04-03T12:49:51.000Z
54.92,2020-04-03T12:54:52.000Z
55.43,2020-04-03T12:59:52.000Z
59.81,2020-04-03T13:04:52.000Z
63.17,2020-04-03T13:09:52.000Z
52.21,2020-04-03T13:14:52.000Z
58.98,2020-04-03T13:19:52.000Z
53.01,2020-04-03T13:24:52.000Z
47.50,2020-04-03T13:29:52.000Z
52.05,2020-04-03T13:34:52.000Z
47.42,2020-04-03T13:39:52.000Z
44.01,2020-04-03T13:44:52.000Z
46.01,2020-04-03T13:49:52.000Z
44.53,2020-04-03T13:54:52.000Z
50.85,2020-04-03T13:59:52.000Z
48.47,2020-04-03T14:04:52.000Z
48.82,2020-04-03T14:09:52.000Z
47.54,2020-04-03T14:14:52.000Z
52.22,2020-04-03T14:19:52.000Z
50.92,2020-04-03T14:24:53.000Z
51.76,2020-04-03T14:29:53.000Z
51.91,2020-04-03T14:34:53.000Z
53.98,2020-04-03T14:39:53.000Z
53.70,2020-04-03T14:44:53.000Z
57.20,2020-04-03T14:49:53.000Z
60.49,2020-04-03T14:54:53.000Z
59.34,2020-04-03T14:59:53.000Z
57.98,2020-04-03T15:04:53.000Z
53.57,2020-04-03T15:09:53.000Z
52.55,2020-04-03T15:14:53.000Z
59.56,2020-04-03T15:19:53.000Z
57.04,2020-04-03T15:24:53.000Z
50.23,2020-04-03T15:29:53.000Z
56.79,2020-04-03T15:34:53.000Z
58.39,2020-04-03T15:39:53.000Z
48.59,2020-04-03T15:44:53.000Z
55.54,2020-04-03T15:49:53.000Z
60.13,2020-04-03T15:54:53.000Z
55.26,2020-04-03T15:59:54.000Z
49.66,2020-04-03T16:04:54.000Z
54.41,2020-04-03T16:09:54.000Z
56.69,2020-04-03T16:14:54.000Z
61.93,2020-04-03T16:19:54.000Z
54.36,2020-04-03T16:24:54.000Z
52.64,2020-04-03T16:29:54.000Z
52.26,2020-04-03T16:34:54.000Z
57.89,2020-04-03T16:39:54.000Z
59.12,2020-04-03T16:44:54.000Z
55.30,2020-04-03T16:49:54.000Z
55.64,2020-04-03T16:54:54.000Z
59.56,2020-04-03T16:59:54.000Z
59.25,2020-04-03T17:04:54.000Z
58.44,2020-04-03T17:09:54.000Z
56.18,2020-04-03T17:14:54.000Z
57.00,2020-04-03T17:19:54.000Z
58.87,2020-04-03T17:24:54.000Z
58.87,2020-04-03T17:29:54.000Z
58.15,2020-04-03T17:34:55.000Z
54.36,2020-04-03T17:39:55.000Z
58.87,2020-04-03T17:44:55.000Z
60.00,2020-04-03T17:49:55.000Z
60.10,2020-04-03T17:54:55.000Z
59.59,2020-04-03T17:59:55.000Z
59.38,2020-04-03T18:04:55.000Z
60.92,2020-04-03T18:09:55.000Z
60.51,2020-04-03T18:14:55.000Z
56.85,2020-04-03T18:19:55.000Z
59.41,2020-04-03T18:24:55.000Z
63.82,2020-04-03T18:29:55.000Z
63.72,2020-04-03T18:34:55.000Z
60.23,2020-04-03T18:39:55.000Z
61.80,2020-04-03T18:44:55.000Z
63.24,2020-04-03T18:49:55.000Z
62.73,2020-04-03T18:54:55.000Z
60.88,2020-04-03T18:59:55.000Z
63.54,2020-04-03T19:04:55.000Z
61.83,2020-04-03T19:09:56.000Z
61.00,2020-04-03T19:14:56.000Z
57.31,2020-04-03T19:19:56.000Z
61.55,2020-04-03T19:24:56.000Z
64.22,2020-04-03T19:29:56.000Z
60.01,2020-04-03T19:34:56.000Z
61.07,2020-04-03T19:39:56.000Z
63.74,2020-04-03T19:44:56.000Z
64.36,2020-04-03T19:49:56.000Z
64.15,2020-04-03T19:54:56.000Z
63.53,2020-04-03T19:59:56.000Z
63.22,2020-04-03T20:04:56.000Z
63.76,2020-04-03T20:09:56.000Z
64.59,2020-04-03T20:14:56.000Z
66.58,2020-04-03T20:19:56.000Z
67.09,2020-04-03T20:24:56.000Z
70.18,2020-04-03T20:29:56.000Z
67.40,2020-04-03T20:34:56.000Z
69.15,2020-04-03T20:39:56.000Z
66.58,2020-04-03T20:44:57.000Z
68.53,2020-04-03T20:49:57.000Z
68.02,2020-04-03T20:54:57.000Z
69.07,2020-04-03T20:59:57.000Z
70.42,2020-04-03T21:04:57.000Z
68.98,2020-04-03T21:09:57.000Z
68.56,2020-04-03T21:14:57.000Z
70.42,2020-04-03T21:19:57.000Z
69.28,2020-04-03T21:24:57.000Z
68.15,2020-04-03T21:29:57.000Z
69.31,2020-04-03T21:34:57.000Z
70.45,2020-04-03T21:39:57.000Z
70.96,2020-04-03T21:44:57.000Z
69.96,2020-04-03T21:49:57.000Z
72.44,2020-04-03T21:54:57.000Z
72.13,2020-04-03T21:59:57.000Z
74.95,2020-04-03T22:04:57.000Z
74.50,2020-04-03T22:09:57.000Z
76.04,2020-04-03T22:14:57.000Z
74.63,2020-04-03T22:19:58.000Z
75.77,2020-04-03T22:24:58.000Z
76.39,2020-04-03T22:29:58.000Z
75.05,2020-04-03T22:34:58.000Z
74.98,2020-04-03T22:39:58.000Z
77.45,2020-04-03T22:44:58.000Z
77.08,2020-04-03T22:49:58.000Z
76.77,2020-04-03T22:54:58.000Z
78.21,2020-04-03T22:59:58.000Z
77.53,2020-04-03T23:04:58.000Z
77.84,2020-04-03T23:09:58.000Z
78.28,2020-04-03T23:14:58.000Z
77.46,2020-04-03T23:19:58.000Z
80.04,2020-04-03T23:24:58.000Z
78.18,2020-04-03T23:29:58.000Z
77.25,2020-04-03T23:34:58.000Z
76.64,2020-04-03T23:39:58.000Z
77.46,2020-04-03T23:44:58.000Z
77.04,2020-04-03T23:49:58.000Z
79.52,2020-04-03T23:54:59.000Z
78.28,2020-04-03T23:59:59.000Z
77.81,2020-04-04T00:04:59.000Z
78.22,2020-04-04T00:09:59.000Z
77.81,2020-04-04T00:14:59.000Z
78.94,2020-04-04T00:19:59.000Z
77.91,2020-04-04T00:24:59.000Z
78.84,2020-04-04T00:29:59.000Z
77.39,2020-04-04T00:34:59.000Z
76.77,2020-04-04T00:39:59.000Z
75.84,2020-04-04T00:44:59.000Z
76.81,2020-04-04T00:49:59.000Z
76.18,2020-04-04T00:54:59.000Z
77.01,2020-04-04T00:59:59.000Z
78.36,2020-04-04T01:04:59.000Z
76.70,2020-04-04T01:09:59.000Z
74.63,2020-04-04T01:14:59.000Z
75.26,2020-04-04T01:19:59.000Z
76.81,2020-04-04T01:24:59.000Z
75.09,2020-04-04T01:30:00.000Z
75.70,2020-04-04T01:35:00.000Z
76.43,2020-04-04T01:40:00.000Z
76.01,2020-04-04T01:45:00.000Z
76.74,2020-04-04T01:50:00.000Z
77.22,2020-04-04T01:55:00.000Z
76.18,2020-04-04T02:00:00.000Z
75.78,2020-04-04T02:05:00.000Z
75.15,2020-04-04T02:10:00.000Z
75.46,2020-04-04T02:15:01.000Z
77.22,2020-04-04T02:20:01.000Z
75.78,2020-04-04T02:25:01.000Z
74.95,2020-04-04T02:30:02.000Z
75.05,2020-04-04T02:35:02.000Z
73.08,2020-04-04T02:40:02.000Z
74.02,2020-04-04T02:45:02.000Z
76.70,2020-04-04T02:50:02.000Z
77.64,2020-04-04T02:55:02.000Z
79.53,2020-04-04T03:00:02.000Z
78.70,2020-04-04T03:05:02.000Z
78.08,2020-04-04T03:10:02.000Z
77.60,2020-04-04T03:15:02.000Z
77.29,2020-04-04T03:20:02.000Z
77.22,2020-04-04T03:25:02.000Z
76.32,2020-04-04T03:30:02.000Z
76.46,2020-04-04T03:35:02.000Z
76.81,2020-04-04T03:40:02.000Z
76.75,2020-04-04T03:45:02.000Z
76.64,2020-04-04T03:50:02.000Z
76.47,2020-04-04T03:55:02.000Z
76.57,2020-04-04T04:00:02.000Z
76.71,2020-04-04T04:05:02.000Z
76.61,2020-04-04T04:10:03.000Z
76.43,2020-04-04T04:15:03.000Z
76.68,2020-04-04T04:20:03.000Z
76.68,2020-04-04T04:25:03.000Z
76.57,2020-04-04T04:30:03.000Z
76.61,2020-04-04T04:35:03.000Z
76.19,2020-04-04T04:40:03.000Z
76.33,2020-04-04T04:45:03.000Z
76.75,2020-04-04T04:50:03.000Z
76.89,2020-04-04T04:55:03.000Z
76.99,2020-04-04T05:00:03.000Z
76.68,2020-04-04T05:05:03.000Z
76.51,2020-04-04T05:10:03.000Z
76.72,2020-04-04T05:15:03.000Z
76.61,2020-04-04T05:20:03.000Z
76.51,2020-04-04T05:25:03.000Z
76.65,2020-04-04T05:30:03.000Z
76.54,2020-04-04T05:35:03.000Z
76.33,2020-04-04T05:40:03.000Z
76.37,2020-04-04T05:45:04.000Z
76.37,2020-04-04T05:50:04.000Z
76.68,2020-04-04T05:55:04.000Z
77.10,2020-04-04T06:00:04.000Z
76.92,2020-04-04T06:05:04.000Z
76.92,2020-04-04T06:10:04.000Z
76.92,2020-04-04T06:15:04.000Z
76.92,2020-04-04T06:20:04.000Z
77.06,2020-04-04T06:25:04.000Z
76.96,2020-04-04T06:30:04.000Z
77.17,2020-04-04T06:35:04.000Z
77.58,2020-04-04T06:40:04.000Z
77.72,2020-04-04T06:45:04.000Z
77.72,2020-04-04T06:50:04.000Z
77.94,2020-04-04T06:55:04.000Z
78.04,2020-04-04T07:00:04.000Z
78.25,2020-04-04T07:05:04.000Z
78.45,2020-04-04T07:10:04.000Z
78.59,2020-04-04T07:15:04.000Z
78.91,2020-04-04T07:20:04.000Z
79.33,2020-04-04T07:25:05.000Z
79.64,2020-04-04T07:30:05.000Z
79.85,2020-04-04T07:35:05.000Z
80.16,2020-04-04T07:40:05.000Z
80.44,2020-04-04T07:45:05.000Z
80.75,2020-04-04T07:50:05.000Z
81.27,2020-04-04T07:55:05.000Z
81.59,2020-04-04T08:00:05.000Z
83.11,2020-04-04T08:05:05.000Z
83.01,2020-04-04T08:10:05.000Z
84.43,2020-04-04T08:15:05.000Z
84.33,2020-04-04T08:20:05.000Z
84.91,2020-04-04T08:25:05.000Z
85.74,2020-04-04T08:30:05.000Z
86.65,2020-04-04T08:35:05.000Z
87.68,2020-04-04T08:40:05.000Z
87.54,2020-04-04T08:45:05.000Z
87.50,2020-04-04T08:50:05.000Z
87.88,2020-04-04T08:55:05.000Z
87.66,2020-04-04T09:00:06.000Z
87.42,2020-04-04T09:05:06.000Z
88.00,2020-04-04T09:10:06.000Z
86.82,2020-04-04T09:15:06.000Z
86.26,2020-04-04T09:20:06.000Z
85.39,2020-04-04T09:25:06.000Z
83.65,2020-04-04T09:30:06.000Z
80.64,2020-04-04T09:35:06.000Z
80.86,2020-04-04T09:40:06.000Z
75.59,2020-04-04T09:45:06.000Z
73.40,2020-04-04T09:50:06.000Z
70.58,2020-04-04T09:55:06.000Z
65.61,2020-04-04T10:00:06.000Z
60.21,2020-04-04T10:05:06.000Z
55.02,2020-04-04T10:10:06.000Z
45.49,2020-04-04T10:15:06.000Z
47.32,2020-04-04T10:20:06.000Z
44.41,2020-04-04T10:25:06.000Z
45.35,2020-04-04T10:30:06.000Z
42.80,2020-04-04T10:35:07.000Z
45.84,2020-04-04T10:40:07.000Z
44.88,2020-04-04T10:45:07.000Z
43.19,2020-04-04T10:50:07.000Z
34.46,2020-04-04T10:55:07.000Z
39.70,2020-04-04T11:00:07.000Z
37.81,2020-04-04T11:05:07.000Z
32.40,2020-04-04T11:10:07.000Z
32.56,2020-04-04T11:15:07.000Z
33.11,2020-04-04T11:20:07.000Z
38.22,2020-04-04T11:25:07.000Z
25.81,2020-04-04T11:30:07.000Z
34.91,2020-04-04T11:35:07.000Z
31.01,2020-04-04T11:40:07.000Z
32.70,2020-04-04T11:45:07.000Z
36.69,2020-04-04T11:50:07.000Z
35.38,2020-04-04T11:55:07.000Z
34.76,2020-04-04T12:00:07.000Z
32.06,2020-04-04T12:05:08.000Z
22.97,2020-04-04T12:10:08.000Z
30.76,2020-04-04T12:15:08.000Z
31.42,2020-04-04T12:20:08.000Z
29.33,2020-04-04T12:25:08.000Z
26.77,2020-04-04T12:30:08.000Z
30.38,2020-04-04T12:35:08.000Z
22.41,2020-04-04T12:40:08.000Z
30.59,2020-04-04T12:45:08.000Z
29.19,2020-04-04T12:50:08.000Z
25.03,2020-04-04T12:55:08.000Z
24.92,2020-04-04T13:00:08.000Z
24.04,2020-04-04T13:05:08.000Z
29.22,2020-04-04T13:10:08.000Z
24.44,2020-04-04T13:15:08.000Z
20.42,2020-04-04T13:20:08.000Z
22.67,2020-04-04T13:25:08.000Z
29.05,2020-04-04T13:30:08.000Z
26.59,2020-04-04T13:35:09.000Z
26.59,2020-04-04T13:40:09.000Z
23.94,2020-04-04T13:45:09.000Z
22.09,2020-04-04T13:50:09.000Z
19.48,2020-04-04T13:55:09.000Z
22.85,2020-04-04T14:00:09.000Z
26.57,2020-04-04T14:05:09.000Z
21.62,2020-04-04T14:10:09.000Z
26.56,2020-04-04T14:15:09.000Z
31.39,2020-04-04T14:20:09.000Z
33.04,2020-04-04T14:25:09.000Z
29.49,2020-04-04T14:30:09.000Z
35.66,2020-04-04T14:35:09.000Z
38.92,2020-04-04T14:40:09.000Z
32.35,2020-04-04T14:45:09.000Z
42.13,2020-04-04T14:50:09.000Z
40.16,2020-04-04T14:55:09.000Z
43.20,2020-04-04T15:00:09.000Z
41.51,2020-04-04T15:05:10.000Z
41.83,2020-04-04T15:10:10.000Z
47.30,2020-04-04T15:15:10.000Z
42.25,2020-04-04T15:20:10.000Z
46.21,2020-04-04T15:25:10.000Z
46.03,2020-04-04T15:30:10.000Z
47.16,2020-04-04T15:35:10.000Z
49.28,2020-04-04T15:40:10.000Z
45.29,2020-04-04T15:45:10.000Z
41.78,2020-04-04T15:50:10.000Z
43.95,2020-04-04T15:55:10.000Z
45.87,2020-04-04T16:00:10.000Z
48.03,2020-04-04T16:05:10.000Z
48.15,2020-04-04T16:10:10.000Z
48.86,2020-04-04T16:15:10.000Z
48.27,2020-04-04T16:20:10.000Z
45.05,2020-04-04T16:25:10.000Z
45.78,2020-04-04T16:30:10.000Z
43.57,2020-04-04T16:35:11.000Z
50.27,2020-04-04T16:40:11.000Z
46.62,2020-04-04T16:45:11.000Z
43.79,2020-04-04T16:50:11.000Z
46.13,2020-04-04T16:55:11.000Z
46.64,2020-04-04T17:00:11.000Z
48.90,2020-04-04T17:05:11.000Z
48.80,2020-04-04T17:10:11.000Z
47.98,2020-04-04T17:15:11.000Z
47.70,2020-04-04T17:20:11.000Z
49.33,2020-04-04T17:25:11.000Z
54.21,2020-04-04T17:30:11.000Z
45.18,2020-04-04T17:35:11.000Z
46.40,2020-04-04T17:40:11.000Z
53.72,2020-04-04T17:45:11.000Z
52.53,2020-04-04T17:50:11.000Z
48.76,2020-04-04T17:55:11.000Z
60.06,2020-04-04T18:00:11.000Z
53.67,2020-04-04T18:05:11.000Z
53.67,2020-04-04T18:10:12.000Z
45.65,2020-04-04T18:15:12.000Z
51.76,2020-04-04T18:20:12.000Z
52.27,2020-04-04T18:25:12.000Z
53.31,2020-04-04T18:30:12.000Z
55.15,2020-04-04T18:35:12.000Z
51.10,2020-04-04T18:40:12.000Z
52.42,2020-04-04T18:45:12.000Z
54.39,2020-04-04T18:50:12.000Z
48.06,2020-04-04T18:55:12.000Z
51.84,2020-04-04T19:00:12.000Z
52.47,2020-04-04T19:05:12.000Z
54.95,2020-04-04T19:10:12.000Z
52.39,2020-04-04T19:15:12.000Z
50.99,2020-04-04T19:20:12.000Z
51.19,2020-04-04T19:25:12.000Z
47.85,2020-04-04T19:30:12.000Z
56.63,2020-04-04T19:35:12.000Z
54.39,2020-04-04T19:40:12.000Z
52.87,2020-04-04T19:45:13.000Z
52.67,2020-04-04T19:50:13.000Z
50.24,2020-04-04T19:55:13.000Z
56.69,2020-04-04T20:00:13.000Z
58.76,2020-04-04T20:05:13.000Z
57.25,2020-04-04T20:10:13.000Z
56.54,2020-04-04T20:15:13.000Z
58.17,2020-04-04T20:20:13.000Z
57.38,2020-04-04T20:25:13.000Z
59.46,2020-04-04T20:30:13.000Z
59.25,2020-04-04T20:35:14.000Z
59.69,2020-04-04T20:40:14.000Z
59.80,2020-04-04T20:45:14.000Z
60.00,2020-04-04T20:50:14.000Z
59.92,2020-04-04T20:55:14.000Z
59.44,2020-04-04T21:00:14.000Z
60.98,2020-04-04T21:05:14.000Z
61.08,2020-04-04T21:10:14.000Z
61.00,2020-04-04T21:15:14.000Z
61.42,2020-04-04T21:20:14.000Z
62.06,2020-04-04T21:25:14.000Z
62.40,2020-04-04T21:30:14.000Z
62.92,2020-04-04T21:35:14.000Z
63.05,2020-04-04T21:40:14.000Z
63.39,2020-04-04T21:45:15.000Z
63.59,2020-04-04T21:50:15.000Z
63.72,2020-04-04T21:55:15.000Z
63.72,2020-04-04T22:00:15.000Z
64.06,2020-04-04T22:05:15.000Z
64.58,2020-04-04T22:10:15.000Z
64.81,2020-04-04T22:15:15.000Z
64.61,2020-04-04T22:20:15.000Z
66.28,2020-04-04T22:25:15.000Z
66.91,2020-04-04T22:30:15.000Z
67.45,2020-04-04T22:35:15.000Z
68.27,2020-04-04T22:40:15.000Z
69.20,2020-04-04T22:45:15.000Z
68.59,2020-04-04T22:50:15.000Z
68.62,2020-04-04T22:55:15.000Z
68.82,2020-04-04T23:00:15.000Z
68.93,2020-04-04T23:05:16.000Z
69.27,2020-04-04T23:10:16.000Z
69.58,2020-04-04T23:15:16.000Z
69.27,2020-04-04T23:20:16.000Z
70.03,2020-04-04T23:25:16.000Z
70.03,2020-04-04T23:30:16.000Z
70.95,2020-04-04T23:35:16.000Z
71.06,2020-04-04T23:40:16.000Z
71.50,2020-04-04T23:45:16.000Z
73.05,2020-04-04T23:50:16.000Z
72.02,2020-04-04T23:55:16.000Z
71.61,2020-04-05T00:00:16.000Z
68.82,2020-04-05T00:05:16.000Z
69.85,2020-04-05T00:10:16.000Z
69.12,2020-04-05T00:15:16.000Z
66.61,2020-04-05T00:20:17.000Z
67.44,2020-04-05T00:25:17.000Z
66.30,2020-04-05T00:30:17.000Z
66.93,2020-04-05T00:35:17.000Z
66.61,2020-04-05T00:40:17.000Z
66.82,2020-04-05T00:45:17.000Z
64.34,2020-04-05T00:50:17.000Z
67.85,2020-04-05T00:55:17.000Z
67.44,2020-04-05T01:00:17.000Z
66.96,2020-04-05T01:05:17.000Z
66.64,2020-04-05T01:10:18.000Z
66.10,2020-04-05T01:15:18.000Z
66.93,2020-04-05T01:20:18.000Z
66.20,2020-04-05T01:25:18.000Z
66.82,2020-04-05T01:30:18.000Z
63.51,2020-04-05T01:35:18.000Z
65.79,2020-04-05T01:40:18.000Z
66.64,2020-04-05T01:45:18.000Z
64.99,2020-04-05T01:50:18.000Z
65.30,2020-04-05T01:55:18.000Z
65.30,2020-04-05T02:00:18.000Z
63.34,2020-04-05T02:05:18.000Z
66.13,2020-04-05T02:10:19.000Z
65.09,2020-04-05T02:15:19.000Z
67.58,2020-04-05T02:20:19.000Z
64.58,2020-04-05T02:25:19.000Z
66.33,2020-04-05T02:30:19.000Z
65.30,2020-04-05T02:35:19.000Z
65.44,2020-04-05T02:40:19.000Z
65.64,2020-04-05T02:45:19.000Z
63.89,2020-04-05T02:50:19.000Z
67.19,2020-04-05T02:55:19.000Z
64.09,2020-04-05T03:00:19.000Z
