sensorID,value,timestamp,longitude,latitude,hight
5d5d13fd953683001a401cd6,3.40,2020-09-10T13:22:17.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.90,2020-09-10T13:27:17.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,1.90,2020-09-10T13:32:17.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.50,2020-09-10T13:37:17.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.30,2020-09-10T13:42:17.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.50,2020-09-10T13:47:17.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.20,2020-09-10T13:52:17.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-10T13:57:17.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.30,2020-09-10T14:02:17.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-10T14:07:17.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.40,2020-09-10T14:12:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.20,2020-09-10T14:17:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-10T14:22:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.50,2020-09-10T14:27:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.90,2020-09-10T14:32:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-10T14:37:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.60,2020-09-10T14:42:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.10,2020-09-10T14:47:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.30,2020-09-10T14:52:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.50,2020-09-10T14:57:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-10T15:02:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.90,2020-09-10T15:07:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-10T15:12:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.30,2020-09-10T15:17:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.60,2020-09-10T15:22:18.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.50,2020-09-10T15:27:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.40,2020-09-10T15:32:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.90,2020-09-10T15:37:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-10T15:42:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-10T15:47:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.40,2020-09-10T15:52:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.40,2020-09-10T15:57:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.60,2020-09-10T16:02:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.30,2020-09-10T16:07:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-10T16:12:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.30,2020-09-10T16:17:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-10T16:22:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.50,2020-09-10T16:27:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-10T16:32:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.30,2020-09-10T16:37:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.30,2020-09-10T16:42:19.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.50,2020-09-10T16:47:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.60,2020-09-10T16:52:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-10T16:57:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-10T17:02:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.60,2020-09-10T17:07:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.00,2020-09-10T17:12:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-10T17:17:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.30,2020-09-10T17:22:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.90,2020-09-10T17:27:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.30,2020-09-10T17:32:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-10T17:37:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-10T17:42:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-10T17:47:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.10,2020-09-10T17:52:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-10T17:57:20.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.10,2020-09-10T18:02:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-10T18:07:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-10T18:12:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.60,2020-09-10T18:17:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.10,2020-09-10T18:22:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.00,2020-09-10T18:27:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.00,2020-09-10T18:32:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-10T18:37:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.10,2020-09-10T18:42:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.50,2020-09-10T18:47:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-10T18:52:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-10T18:57:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-10T19:02:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.50,2020-09-10T19:07:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.50,2020-09-10T19:12:21.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.00,2020-09-10T19:17:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-10T19:22:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.40,2020-09-10T19:27:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.50,2020-09-10T19:32:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.60,2020-09-10T19:37:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.10,2020-09-10T19:42:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.60,2020-09-10T19:47:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.00,2020-09-10T19:52:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.40,2020-09-10T19:57:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.30,2020-09-10T20:02:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-10T20:07:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-10T20:12:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.40,2020-09-10T20:17:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-10T20:22:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.00,2020-09-10T20:27:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-10T20:32:22.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-10T20:37:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.30,2020-09-10T20:42:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-10T20:47:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.50,2020-09-10T20:52:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-10T20:57:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-10T21:02:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.70,2020-09-10T21:07:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.40,2020-09-10T21:12:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.60,2020-09-10T21:17:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.20,2020-09-10T21:22:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.30,2020-09-10T21:27:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.80,2020-09-10T21:32:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.90,2020-09-10T21:37:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.30,2020-09-10T21:42:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.90,2020-09-10T21:47:23.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.20,2020-09-10T21:52:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.10,2020-09-10T21:57:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.50,2020-09-10T22:02:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.00,2020-09-10T22:07:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.10,2020-09-10T22:12:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.10,2020-09-10T22:17:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.20,2020-09-10T22:22:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.80,2020-09-10T22:27:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.10,2020-09-10T22:32:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.20,2020-09-10T22:37:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.20,2020-09-10T22:42:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.40,2020-09-10T22:47:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.80,2020-09-10T22:52:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.70,2020-09-10T22:57:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.50,2020-09-10T23:02:24.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.60,2020-09-10T23:07:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.10,2020-09-10T23:12:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.60,2020-09-10T23:17:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.90,2020-09-10T23:22:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.50,2020-09-10T23:27:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.10,2020-09-10T23:32:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-10T23:37:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-10T23:42:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-10T23:47:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.60,2020-09-10T23:52:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.60,2020-09-10T23:57:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-11T00:02:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.30,2020-09-11T00:07:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.60,2020-09-11T00:12:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-11T00:17:25.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.00,2020-09-11T00:22:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-11T00:27:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.80,2020-09-11T00:32:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.60,2020-09-11T00:37:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.00,2020-09-11T00:42:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.50,2020-09-11T00:47:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T00:52:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.30,2020-09-11T00:57:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.80,2020-09-11T01:02:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.00,2020-09-11T01:07:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.90,2020-09-11T01:12:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.90,2020-09-11T01:17:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.70,2020-09-11T01:22:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.70,2020-09-11T01:27:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.80,2020-09-11T01:32:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T01:37:26.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.60,2020-09-11T01:42:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T01:47:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-11T01:52:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.60,2020-09-11T01:57:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.30,2020-09-11T02:02:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.30,2020-09-11T02:07:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.30,2020-09-11T02:12:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T02:17:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T02:22:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.60,2020-09-11T02:27:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-11T02:32:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-11T02:37:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.50,2020-09-11T02:42:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.50,2020-09-11T02:47:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T02:52:27.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.70,2020-09-11T02:57:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.00,2020-09-11T03:02:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-11T03:07:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.00,2020-09-11T03:12:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.00,2020-09-11T03:17:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.90,2020-09-11T03:22:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-11T03:27:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-11T03:32:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-11T03:37:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.90,2020-09-11T03:42:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.60,2020-09-11T03:47:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T03:52:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-11T03:57:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T04:02:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.00,2020-09-11T04:07:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-11T04:12:28.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.50,2020-09-11T04:17:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.00,2020-09-11T04:22:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-11T04:27:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T04:32:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-11T04:37:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.30,2020-09-11T04:42:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.30,2020-09-11T04:47:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.30,2020-09-11T04:52:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T04:57:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.30,2020-09-11T05:02:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.00,2020-09-11T05:07:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.40,2020-09-11T05:12:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.90,2020-09-11T05:17:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.10,2020-09-11T05:22:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.00,2020-09-11T05:27:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.00,2020-09-11T05:32:29.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T05:37:30.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T05:42:30.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T05:47:30.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.50,2020-09-11T05:52:30.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-11T05:57:30.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.40,2020-09-11T06:02:30.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.10,2020-09-11T06:07:30.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.70,2020-09-11T06:12:30.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.30,2020-09-11T06:17:30.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-11T06:22:30.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-11T06:27:30.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-11T06:32:30.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.00,2020-09-11T06:37:30.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.30,2020-09-11T06:42:30.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-11T06:47:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.00,2020-09-11T06:52:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.70,2020-09-11T06:57:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.70,2020-09-11T07:02:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T07:07:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.70,2020-09-11T07:12:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.70,2020-09-11T07:17:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.60,2020-09-11T07:22:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.80,2020-09-11T07:27:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T07:32:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,4.10,2020-09-11T07:37:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.60,2020-09-11T07:42:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,2.80,2020-09-11T07:47:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.20,2020-09-11T07:52:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.40,2020-09-11T07:57:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.50,2020-09-11T08:02:31.000Z,8.71,51.74,102.00
5d5d13fd953683001a401cd6,3.60,2020-09-11T08:07:32.000Z,8.71,51.74,102.00
