sensorID,value,timestamp,longitude,latitude,hight
5d5d13fd953683001a401cd8,22.05,2019-09-04T21:19:23.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,22.02,2019-09-04T21:19:53.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,22.02,2019-09-04T21:20:23.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,20.23,2019-09-04T21:30:44.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.98,2019-09-04T21:31:14.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.80,2019-09-04T21:31:44.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.64,2019-09-04T21:32:14.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.53,2019-09-04T21:32:44.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.45,2019-09-04T21:33:15.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.38,2019-09-04T21:33:45.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.31,2019-09-04T21:34:15.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.27,2019-09-04T21:34:45.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.21,2019-09-04T21:35:15.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.20,2019-09-04T21:35:45.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.16,2019-09-04T21:36:15.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.13,2019-09-04T21:36:45.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.13,2019-09-04T21:37:15.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.12,2019-09-04T21:37:45.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.09,2019-09-04T21:38:15.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.07,2019-09-04T21:38:46.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.07,2019-09-04T21:39:16.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.06,2019-09-04T21:39:46.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.07,2019-09-04T21:40:16.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.05,2019-09-04T21:40:46.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.05,2019-09-04T21:41:16.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.06,2019-09-04T21:41:46.000Z,12.00,42.00,0.00
5d5d13fd953683001a401cd8,19.05,2019-09-04T21:42:16.000Z,12.00,42.00,0.00
